Section,Element,Category,Property,Value
"Ultimate",".hero-label","Spacing","paddingTop","4px"
"Ultimate",".hero-label","Spacing","paddingBottom","4px"
"Ultimate",".hero-label","Spacing","paddingLeft","8px"
"Ultimate",".hero-label","Spacing","paddingRight","8px"
"Ultimate",".hero-label","Spacing","gap","4px"
"Ultimate",".hero-label","Spacing","borderRadius","4px"
"Ultimate",".hero-label","Spacing","width","97"
"Ultimate",".hero-label","Spacing","height","24"
"Ultimate","Frame 2147227858","Spacing","paddingTop","12px"
"Ultimate","Frame 2147227858","Spacing","paddingBottom","12px"
"Ultimate","Frame 2147227858","Spacing","paddingLeft","2px"
"Ultimate","Frame 2147227858","Spacing","paddingRight","2px"
"Ultimate","Frame 2147227858","Spacing","gap","6px"
"Ultimate","Frame 2147227858","Spacing","borderRadius","0px"
"Ultimate","Frame 2147227858","Spacing","width","276"
"Ultimate","Frame 2147227858","Spacing","height","34"
"Ultimate",".hero-buttons","Spacing","paddingTop","16px"
"Ultimate",".hero-buttons","Spacing","paddingBottom","0px"
"Ultimate",".hero-buttons","Spacing","paddingLeft","0px"
"Ultimate",".hero-buttons","Spacing","paddingRight","0px"
"Ultimate",".hero-buttons","Spacing","gap","16px"
"Ultimate",".hero-buttons","Spacing","borderRadius","0px"
"Ultimate",".hero-buttons","Spacing","width","311"
"Ultimate",".hero-buttons","Spacing","height","180"
"Ultimate","mobile-main-label","Spacing","paddingTop","4px"
"Ultimate","mobile-main-label","Spacing","paddingBottom","0px"
"Ultimate","mobile-main-label","Spacing","paddingLeft","0px"
"Ultimate","mobile-main-label","Spacing","paddingRight","0px"
"Ultimate","mobile-main-label","Spacing","gap","6px"
"Ultimate","mobile-main-label","Spacing","borderRadius","4px"
"Ultimate","mobile-main-label","Spacing","width","177"
"Ultimate","mobile-main-label","Spacing","height","18"
"Ultimate","desktop/button","Spacing","paddingTop","12px"
"Ultimate","desktop/button","Spacing","paddingBottom","12px"
"Ultimate","desktop/button","Spacing","paddingLeft","12px"
"Ultimate","desktop/button","Spacing","paddingRight","12px"
"Ultimate","desktop/button","Spacing","gap","8px"
"Ultimate","desktop/button","Spacing","borderRadius","8px"
"Ultimate","desktop/button","Spacing","width","311"
"Ultimate","desktop/button","Spacing","height","48"
"Ultimate",".carousel-dots","Spacing","paddingTop","16px"
"Ultimate",".carousel-dots","Spacing","paddingBottom","16px"
"Ultimate",".carousel-dots","Spacing","paddingLeft","12px"
"Ultimate",".carousel-dots","Spacing","paddingRight","12px"
"Ultimate",".carousel-dots","Spacing","gap","10px"
"Ultimate",".carousel-dots","Spacing","borderRadius","0px"
"Ultimate",".carousel-dots","Spacing","width","166"
"Ultimate",".carousel-dots","Spacing","height","40"
"Ultimate",".carousel-dot","Spacing","paddingTop","1px"
"Ultimate",".carousel-dot","Spacing","paddingBottom","1px"
"Ultimate",".carousel-dot","Spacing","paddingLeft","1px"
"Ultimate",".carousel-dot","Spacing","paddingRight","1px"
"Ultimate",".carousel-dot","Spacing","gap","0px"
"Ultimate",".carousel-dot","Spacing","borderRadius","4px"
"Ultimate",".carousel-dot","Spacing","width","6"
"Ultimate",".carousel-dot","Spacing","height","6"
"Ultimate","Nations/Desktop-Regular","Spacing","paddingTop","32px"
"Ultimate","Nations/Desktop-Regular","Spacing","paddingBottom","32px"
"Ultimate","Nations/Desktop-Regular","Spacing","paddingLeft","16px"
"Ultimate","Nations/Desktop-Regular","Spacing","paddingRight","16px"
"Ultimate","Nations/Desktop-Regular","Spacing","gap","24px"
"Ultimate","Nations/Desktop-Regular","Spacing","borderRadius","0px"
"Ultimate","Nations/Desktop-Regular","Spacing","width","375"
"Ultimate","Nations/Desktop-Regular","Spacing","height","573"
"Ultimate","metadata","Spacing","paddingTop","16px"
"Ultimate","metadata","Spacing","paddingBottom","16px"
"Ultimate","metadata","Spacing","paddingLeft","16px"
"Ultimate","metadata","Spacing","paddingRight","16px"
"Ultimate","metadata","Spacing","gap","0px"
"Ultimate","metadata","Spacing","borderRadius","0px"
"Ultimate","metadata","Spacing","width","272.441162109375"
"Ultimate","metadata","Spacing","height","154"
"Ultimate","desktop/label","Spacing","paddingTop","0px"
"Ultimate","desktop/label","Spacing","paddingBottom","0px"
"Ultimate","desktop/label","Spacing","paddingLeft","6px"
"Ultimate","desktop/label","Spacing","paddingRight","6px"
"Ultimate","desktop/label","Spacing","gap","4px"
"Ultimate","desktop/label","Spacing","borderRadius","4px"
"Ultimate","desktop/label","Spacing","width","56"
"Ultimate","desktop/label","Spacing","height","24"
"Ultimate","Frame 1","Spacing","paddingTop","12px"
"Ultimate","Frame 1","Spacing","paddingBottom","0px"
"Ultimate","Frame 1","Spacing","paddingLeft","0px"
"Ultimate","Frame 1","Spacing","paddingRight","0px"
"Ultimate","Frame 1","Spacing","gap","10px"
"Ultimate","Frame 1","Spacing","borderRadius","0px"
"Ultimate","Frame 1","Spacing","width","240.441162109375"
"Ultimate","Frame 1","Spacing","height","52"
"Ultimate","bottomsheet/alt-web","Spacing","paddingTop","16px"
"Ultimate","bottomsheet/alt-web","Spacing","paddingBottom","16px"
"Ultimate","bottomsheet/alt-web","Spacing","paddingLeft","16px"
"Ultimate","bottomsheet/alt-web","Spacing","paddingRight","16px"
"Ultimate","bottomsheet/alt-web","Spacing","gap","10px"
"Ultimate","bottomsheet/alt-web","Spacing","borderRadius","0px"
"Ultimate","bottomsheet/alt-web","Spacing","width","375"
"Ultimate","bottomsheet/alt-web","Spacing","height","812"
"Ultimate","top image (change image here!)","Spacing","paddingTop","0px"
"Ultimate","top image (change image here!)","Spacing","paddingBottom","0px"
"Ultimate","top image (change image here!)","Spacing","paddingLeft","16px"
"Ultimate","top image (change image here!)","Spacing","paddingRight","16px"
"Ultimate","top image (change image here!)","Spacing","gap","0px"
"Ultimate","top image (change image here!)","Spacing","borderRadius","0px"
"Ultimate","top image (change image here!)","Spacing","width","343"
"Ultimate","top image (change image here!)","Spacing","height","192.99465942382812"
"Ultimate","Frame 2147225381","Spacing","paddingTop","12px"
"Ultimate","Frame 2147225381","Spacing","paddingBottom","12px"
"Ultimate","Frame 2147225381","Spacing","paddingLeft","12px"
"Ultimate","Frame 2147225381","Spacing","paddingRight","12px"
"Ultimate","Frame 2147225381","Spacing","gap","4px"
"Ultimate","Frame 2147225381","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225381","Spacing","width","48"
"Ultimate","Frame 2147225381","Spacing","height","48"
"Ultimate","Frame 2147225382","Spacing","paddingTop","12px"
"Ultimate","Frame 2147225382","Spacing","paddingBottom","12px"
"Ultimate","Frame 2147225382","Spacing","paddingLeft","12px"
"Ultimate","Frame 2147225382","Spacing","paddingRight","12px"
"Ultimate","Frame 2147225382","Spacing","gap","4px"
"Ultimate","Frame 2147225382","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225382","Spacing","width","68"
"Ultimate","Frame 2147225382","Spacing","height","48"
"Ultimate","Frame 2147225383","Spacing","paddingTop","12px"
"Ultimate","Frame 2147225383","Spacing","paddingBottom","12px"
"Ultimate","Frame 2147225383","Spacing","paddingLeft","12px"
"Ultimate","Frame 2147225383","Spacing","paddingRight","12px"
"Ultimate","Frame 2147225383","Spacing","gap","4px"
"Ultimate","Frame 2147225383","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225383","Spacing","width","48"
"Ultimate","Frame 2147225383","Spacing","height","48"
"Ultimate","Frame 2147225756","Spacing","paddingTop","0px"
"Ultimate","Frame 2147225756","Spacing","paddingBottom","24px"
"Ultimate","Frame 2147225756","Spacing","paddingLeft","20px"
"Ultimate","Frame 2147225756","Spacing","paddingRight","20px"
"Ultimate","Frame 2147225756","Spacing","gap","24px"
"Ultimate","Frame 2147225756","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225756","Spacing","width","343"
"Ultimate","Frame 2147225756","Spacing","height","309"
"Ultimate","mobile/label","Spacing","paddingTop","4px"
"Ultimate","mobile/label","Spacing","paddingBottom","4px"
"Ultimate","mobile/label","Spacing","paddingLeft","6px"
"Ultimate","mobile/label","Spacing","paddingRight","6px"
"Ultimate","mobile/label","Spacing","gap","0px"
"Ultimate","mobile/label","Spacing","borderRadius","2px"
"Ultimate","mobile/label","Spacing","width","84"
"Ultimate","mobile/label","Spacing","height","20"
"Ultimate","Frame 2147225113","Spacing","paddingTop","0px"
"Ultimate","Frame 2147225113","Spacing","paddingBottom","0px"
"Ultimate","Frame 2147225113","Spacing","paddingLeft","4px"
"Ultimate","Frame 2147225113","Spacing","paddingRight","4px"
"Ultimate","Frame 2147225113","Spacing","gap","0px"
"Ultimate","Frame 2147225113","Spacing","borderRadius","2px"
"Ultimate","Frame 2147225113","Spacing","width","20"
"Ultimate","Frame 2147225113","Spacing","height","20"
"Ultimate",".mobile/media-label","Spacing","paddingTop","0px"
"Ultimate",".mobile/media-label","Spacing","paddingBottom","0px"
"Ultimate",".mobile/media-label","Spacing","paddingLeft","4px"
"Ultimate",".mobile/media-label","Spacing","paddingRight","4px"
"Ultimate",".mobile/media-label","Spacing","gap","0px"
"Ultimate",".mobile/media-label","Spacing","borderRadius","2px"
"Ultimate",".mobile/media-label","Spacing","width","31"
"Ultimate",".mobile/media-label","Spacing","height","20"
"Ultimate","Frame 2147227442","Spacing","paddingTop","4px"
"Ultimate","Frame 2147227442","Spacing","paddingBottom","24px"
"Ultimate","Frame 2147227442","Spacing","paddingLeft","0px"
"Ultimate","Frame 2147227442","Spacing","paddingRight","0px"
"Ultimate","Frame 2147227442","Spacing","gap","10px"
"Ultimate","Frame 2147227442","Spacing","borderRadius","12px"
"Ultimate","Frame 2147227442","Spacing","width","303"
"Ultimate","Frame 2147227442","Spacing","height","44"
"Ultimate","↪️ Sheet Footer","Spacing","paddingTop","16px"
"Ultimate","↪️ Sheet Footer","Spacing","paddingBottom","16px"
"Ultimate","↪️ Sheet Footer","Spacing","paddingLeft","16px"
"Ultimate","↪️ Sheet Footer","Spacing","paddingRight","16px"
"Ultimate","↪️ Sheet Footer","Spacing","gap","0px"
"Ultimate","↪️ Sheet Footer","Spacing","borderRadius","0px"
"Ultimate","↪️ Sheet Footer","Spacing","width","375"
"Ultimate","↪️ Sheet Footer","Spacing","height","80"
"Ultimate","Sidebar","Spacing","paddingTop","16px"
"Ultimate","Sidebar","Spacing","paddingBottom","48px"
"Ultimate","Sidebar","Spacing","paddingLeft","16px"
"Ultimate","Sidebar","Spacing","paddingRight","16px"
"Ultimate","Sidebar","Spacing","gap","24px"
"Ultimate","Sidebar","Spacing","borderRadius","0px"
"Ultimate","Sidebar","Spacing","width","375"
"Ultimate","Sidebar","Spacing","height","1329"
"Ultimate",".header","Spacing","paddingTop","16px"
"Ultimate",".header","Spacing","paddingBottom","16px"
"Ultimate",".header","Spacing","paddingLeft","16px"
"Ultimate",".header","Spacing","paddingRight","16px"
"Ultimate",".header","Spacing","gap","12px"
"Ultimate",".header","Spacing","borderRadius","0px"
"Ultimate",".header","Spacing","width","343"
"Ultimate",".header","Spacing","height","64"
"Ultimate","Body","Spacing","paddingTop","0px"
"Ultimate","Body","Spacing","paddingBottom","0px"
"Ultimate","Body","Spacing","paddingLeft","16px"
"Ultimate","Body","Spacing","paddingRight","16px"
"Ultimate","Body","Spacing","gap","0px"
"Ultimate","Body","Spacing","borderRadius","0px"
"Ultimate","Body","Spacing","width","343"
"Ultimate","Body","Spacing","height","182"
"Ultimate",".list item","Spacing","paddingTop","8px"
"Ultimate",".list item","Spacing","paddingBottom","8px"
"Ultimate",".list item","Spacing","paddingLeft","12px"
"Ultimate",".list item","Spacing","paddingRight","12px"
"Ultimate",".list item","Spacing","gap","8px"
"Ultimate",".list item","Spacing","borderRadius","0px"
"Ultimate",".list item","Spacing","width","343"
"Ultimate",".list item","Spacing","height","56"
"Ultimate","Frame 2147226893","Spacing","paddingTop","6px"
"Ultimate","Frame 2147226893","Spacing","paddingBottom","6px"
"Ultimate","Frame 2147226893","Spacing","paddingLeft","6px"
"Ultimate","Frame 2147226893","Spacing","paddingRight","6px"
"Ultimate","Frame 2147226893","Spacing","gap","10px"
"Ultimate","Frame 2147226893","Spacing","borderRadius","4px"
"Ultimate","Frame 2147226893","Spacing","width","79"
"Ultimate","Frame 2147226893","Spacing","height","22"
"Ultimate","Bottom","Spacing","paddingTop","16px"
"Ultimate","Bottom","Spacing","paddingBottom","16px"
"Ultimate","Bottom","Spacing","paddingLeft","16px"
"Ultimate","Bottom","Spacing","paddingRight","16px"
"Ultimate","Bottom","Spacing","gap","16px"
"Ultimate","Bottom","Spacing","borderRadius","0px"
"Ultimate","Bottom","Spacing","width","342"
"Ultimate","Bottom","Spacing","height","52"
"Ultimate","Accordion top","Spacing","paddingTop","20px"
"Ultimate","Accordion top","Spacing","paddingBottom","20px"
"Ultimate","Accordion top","Spacing","paddingLeft","16px"
"Ultimate","Accordion top","Spacing","paddingRight","16px"
"Ultimate","Accordion top","Spacing","gap","16px"
"Ultimate","Accordion top","Spacing","borderRadius","0px"
"Ultimate","Accordion top","Spacing","width","343"
"Ultimate","Accordion top","Spacing","height","65"
"Ultimate","Payment methods accordion","Spacing","paddingTop","20px"
"Ultimate","Payment methods accordion","Spacing","paddingBottom","20px"
"Ultimate","Payment methods accordion","Spacing","paddingLeft","16px"
"Ultimate","Payment methods accordion","Spacing","paddingRight","16px"
"Ultimate","Payment methods accordion","Spacing","gap","20px"
"Ultimate","Payment methods accordion","Spacing","borderRadius","0px"
"Ultimate","Payment methods accordion","Spacing","width","343"
"Ultimate","Payment methods accordion","Spacing","height","548"
"Ultimate",".payment methods","Spacing","paddingTop","0px"
"Ultimate",".payment methods","Spacing","paddingBottom","0px"
"Ultimate",".payment methods","Spacing","paddingLeft","8px"
"Ultimate",".payment methods","Spacing","paddingRight","8px"
"Ultimate",".payment methods","Spacing","gap","7.5px"
"Ultimate",".payment methods","Spacing","borderRadius","2px"
"Ultimate",".payment methods","Spacing","width","66"
"Ultimate",".payment methods","Spacing","height","24"
